NodeId:0	0.740204848187,0.740275736738,1,15,66,96
NodeId:1	1.22760631584,1.22773583807,37,72
NodeId:10	0.890903744764,0.890993545695,38,4,6,67,78,80
NodeId:11	0.648850645087,0.648913615166,28,40,49,51,6,67,89
NodeId:12	0.996967838052,0.997061943973,24,28,50,55,67,85,98
NodeId:13	0.907009965562,0.907097682694,25,32,33,35,76
NodeId:14	0.330060436628,0.33007919707,36,39,44,62,98
NodeId:15	1.21106964587,1.21119781957,47,70,79,95,97
NodeId:16	0.624337905413,0.624396491875,45,52,67,80
NodeId:17	0.552279567788,0.552325983536,18,39,41,53,63,72,79,99
NodeId:18	1.04087515016,1.04097626072,52,61,62,87
NodeId:19	0.882838805915,0.882927180939,27,33,37,45,92
NodeId:2	1.01487941676,1.01498152119,31,63
NodeId:20	1.1497305885,1.14984983162,7,94
NodeId:21	9.0768936628,9.06782207786
NodeId:22	1.04579994429,1.04590776172,25,65,72,83,97
NodeId:23	0.570095071318,0.570145509705,92,99
NodeId:24	1.01882130969,1.01891828881,10,18,38,55,9,93,94
NodeId:25	0.813439687146,0.81351768431,63
NodeId:26	0.834533132047,0.83461497424,15,23,28,64
NodeId:27	1.33192412037,1.33206374119,32,68,70,92
NodeId:28	0.877593421177,0.877679099668,21,25,72
NodeId:29	0.864017034575,0.864105946051,18,23,31,36,86
NodeId:3	0.743023444746,0.743097781448,30,42,45,86
NodeId:30	0.869086030697,0.869169212148,80,84,95
NodeId:31	2.13694718443,2.13718723606,29,36,46,49,54,62,70,85
NodeId:32	0.977478623361,0.977575386477,2,27,3,47,6,69,71,91
NodeId:33	0.995729925814,0.995833610948,2,56,58,86
NodeId:34	0.967605851891,0.96770810049,0,7,77,78
NodeId:35	0.497054858196,0.497090933727,12,18,62,64,65,66,83,91
NodeId:36	0.769513868373,0.769585946644,12,20,30,34,61,75,77,99
NodeId:37	1.31467845217,1.31481953463,40,59,71,97
NodeId:38	1.16193023333,1.1620478322,30,41,98
NodeId:39	1.15251431387,1.15263469593,31,43,68,71,92
NodeId:4	0.741700965887,0.741774211555,24,42,46,86
NodeId:40	0.728045309396,0.728115059435,7,71,72,73
NodeId:41	0.946632499571,0.946723481834,44,45,49,66
NodeId:42	0.572636263627,0.57268591199,36,45,70,89,99
NodeId:43	0.919028876121,0.919125152465,21,24,4,56,67,68,80,86,90
NodeId:44	0.628058822103,0.628113765228,17,37,38
NodeId:45	1.4411973739,1.44135143615,18,53,58,83,86,90
NodeId:46	0.817768819535,0.817850736235,78
NodeId:47	0.5113834051,0.511426248472,14,5,52,70,73
NodeId:48	0.15,0.15,18,39,61,79,89
NodeId:49	1.14282288325,1.14294626536,2,29,31,39,84
NodeId:5	0.480774465739,0.480809720475,2,24,50,61,81,9,98
NodeId:50	0.827987815351,0.828069132393,0,20,46,68
NodeId:51	0.925182254597,0.925277172422,38,45,61,71
NodeId:52	0.842572598487,0.842652617864,27,31,64,91
NodeId:53	0.601835442057,0.601889058833,13,2,65,78,95
NodeId:54	0.681699931146,0.681760000267,12,69,77
NodeId:55	0.681431860376,0.681495431564,10,19,22,25,51,58,62
NodeId:56	0.541538881114,0.541586148076,29,36,80,96,98
NodeId:57	0.817137617854,0.817219635922,86,94,96,98
NodeId:58	0.865916288865,0.866001095453,16,38,71,73,78
NodeId:59	0.502686635475,0.502727870379,10,24,69,92
